backbone,condition,sample_id,label,x,y
resnet50,baseline,5240,1,-1.7667770385742188,26.967552185058594
resnet50,baseline,3223,1,-1.2894151210784912,33.53501510620117
resnet50,baseline,1740,1,-6.340447425842285,35.204376220703125
resnet50,baseline,6410,1,4.467505931854248,22.972606658935547
resnet50,baseline,3834,1,-4.453507423400879,30.30392074584961
resnet50,baseline,1302,1,-4.0147809982299805,35.55862045288086
resnet50,baseline,1218,1,1.5227338075637817,26.367712020874023
resnet50,baseline,1428,1,-2.1456940174102783,30.88038444519043
resnet50,baseline,564,1,-2.7906851768493652,30.47123908996582
resnet50,baseline,6072,1,-6.855916976928711,29.468490600585938
resnet50,baseline,2988,1,-4.024265289306641,31.255611419677734
resnet50,baseline,3556,1,-2.842449903488159,25.935054779052734
resnet50,baseline,1053,1,3.3385777473449707,25.094533920288086
resnet50,baseline,6880,1,-10.849437713623047,10.113428115844727
resnet50,baseline,5830,1,10.957406044006348,19.590105056762695
resnet50,baseline,5394,1,-1.441076397895813,29.88286781311035
resnet50,baseline,963,1,-9.064332008361816,18.7794189453125
resnet50,baseline,5122,1,-6.0568060874938965,30.081905364990234
resnet50,baseline,7052,1,-4.895943641662598,32.09358215332031
resnet50,baseline,1081,1,-21.473112106323242,6.43636417388916
resnet50,baseline,3588,1,-1.2080656290054321,20.775745391845703
resnet50,baseline,1491,1,12.40867805480957,19.580039978027344
resnet50,baseline,4188,1,5.0864410400390625,28.578706741333008
resnet50,baseline,1353,1,-6.332399845123291,10.828693389892578
resnet50,baseline,3388,1,-5.310708522796631,30.90618133544922
resnet50,baseline,7066,1,-3.7082390785217285,35.78667449951172
resnet50,baseline,275,1,12.182251930236816,20.21068572998047
resnet50,baseline,225,1,12.418708801269531,17.736873626708984
resnet50,baseline,61,1,-6.272794723510742,15.322237014770508
resnet50,baseline,5929,1,2.050732374191284,25.22762680053711
resnet50,baseline,3144,1,-5.6736979484558105,10.692475318908691
resnet50,baseline,6982,1,-4.84785270690918,33.425662994384766
resnet50,baseline,6938,1,-2.8594188690185547,32.611473083496094
resnet50,baseline,6014,1,-0.968028724193573,27.761180877685547
resnet50,baseline,4361,1,-10.21092414855957,26.064638137817383
resnet50,baseline,6022,1,1.8831149339675903,23.5989990234375
resnet50,baseline,2915,2,26.3861026763916,-38.42593765258789
resnet50,baseline,2338,2,23.489824295043945,-28.416990280151367
resnet50,baseline,7327,2,26.700122833251953,-37.66785430908203
resnet50,baseline,4201,2,18.97126007080078,-32.00446319580078
resnet50,baseline,1731,2,23.604028701782227,-33.86651611328125
resnet50,baseline,7826,2,16.354286193847656,-27.605112075805664
resnet50,baseline,4041,2,22.016517639160156,-31.543781280517578
resnet50,baseline,313,2,18.507282257080078,-33.219966888427734
resnet50,baseline,2392,2,28.251638412475586,-31.39738655090332
resnet50,baseline,1750,2,23.417322158813477,-25.866600036621094
resnet50,baseline,6053,2,23.293222427368164,-36.09043884277344
resnet50,baseline,5463,2,16.47640037536621,-23.64156150817871
resnet50,baseline,5484,2,30.58184051513672,-27.975549697875977
resnet50,baseline,6683,2,16.59029769897461,-32.82161331176758
resnet50,baseline,2611,2,20.430740356445312,-22.93494415283203
resnet50,baseline,1059,2,22.49656105041504,-28.788414001464844
resnet50,baseline,5177,2,26.400033950805664,-10.544495582580566
resnet50,baseline,6981,2,24.312816619873047,-29.937461853027344
resnet50,baseline,6347,2,16.106319427490234,-31.704853057861328
resnet50,baseline,6216,2,15.857718467712402,-29.898279190063477
resnet50,baseline,655,2,26.81178092956543,-36.00474548339844
resnet50,baseline,7392,2,24.110477447509766,-39.86658477783203
resnet50,baseline,6548,2,30.20426368713379,-36.1693000793457
resnet50,baseline,6271,2,30.986083984375,-31.372875213623047
resnet50,baseline,2252,2,30.072040557861328,-34.163516998291016
resnet50,baseline,3363,2,25.183507919311523,-39.043643951416016
resnet50,baseline,7843,2,28.153076171875,-32.272037506103516
resnet50,baseline,6795,2,31.12120246887207,-28.45974349975586
resnet50,baseline,4605,2,21.094709396362305,-30.853052139282227
resnet50,baseline,5011,2,24.259565353393555,-31.594675064086914
resnet50,baseline,2436,2,28.114715576171875,-38.550785064697266
resnet50,baseline,3944,2,31.855876922607422,-35.676849365234375
resnet50,baseline,517,2,20.788692474365234,-26.667842864990234
resnet50,baseline,2200,2,27.204565048217773,-31.02042579650879
resnet50,baseline,3067,2,28.512954711914062,-36.626564025878906
resnet50,baseline,5004,2,27.028427124023438,-33.93061065673828
resnet50,baseline,6738,2,19.63258171081543,-31.00754737854004
resnet50,baseline,905,2,19.449207305908203,-30.82668685913086
resnet50,baseline,4316,2,29.487197875976562,-32.977535247802734
resnet50,baseline,332,2,22.32020378112793,-37.009517669677734
resnet50,baseline,2503,2,15.811351776123047,-24.506059646606445
resnet50,baseline,2748,2,26.599184036254883,-36.999874114990234
resnet50,baseline,1179,2,16.283449172973633,-35.33326721191406
resnet50,baseline,3641,2,27.946870803833008,-34.08988571166992
resnet50,baseline,5663,2,15.325791358947754,-29.58742904663086
resnet50,baseline,4440,2,25.065929412841797,-31.452880859375
resnet50,baseline,2909,2,29.661306381225586,-28.87373924255371
resnet50,baseline,7711,2,16.792285919189453,-24.492097854614258
resnet50,baseline,88,2,33.513675689697266,-1.4418752193450928
resnet50,baseline,5577,2,20.334224700927734,-28.593324661254883
resnet50,baseline,6459,3,-18.033489227294922,1.6941386461257935
resnet50,baseline,4174,3,-32.10873031616211,-1.2467886209487915
resnet50,baseline,6324,3,-21.315031051635742,-8.26704216003418
resnet50,baseline,2785,3,-40.04912185668945,-4.455616474151611
resnet50,baseline,4473,3,-18.5828857421875,-1.4507191181182861
resnet50,baseline,2480,3,-26.070194244384766,-0.8258427381515503
resnet50,baseline,7360,3,-17.79586410522461,-2.9840517044067383
resnet50,baseline,5976,3,-31.2481632232666,7.016031265258789
resnet50,baseline,7416,3,-43.098243713378906,3.187098741531372
resnet50,baseline,1563,3,-17.138704299926758,13.050283432006836
resnet50,baseline,2206,3,-31.81032371520996,4.485845565795898
resnet50,baseline,5551,3,-32.1023063659668,7.11386251449585
resnet50,baseline,5635,3,-34.21239471435547,-4.827778339385986
resnet50,baseline,6632,3,-18.215604782104492,0.6111882925033569
resnet50,baseline,7891,3,-27.299394607543945,-9.641340255737305
resnet50,baseline,2434,3,-30.303665161132812,6.408815383911133
resnet50,baseline,6575,3,-26.888219833374023,-5.089738368988037
resnet50,baseline,589,3,-17.568904876708984,2.431614637374878
resnet50,baseline,897,3,-26.454774856567383,1.303482174873352
resnet50,baseline,874,3,-24.745697021484375,7.552600383758545
resnet50,baseline,1622,3,-19.345077514648438,-9.605086326599121
resnet50,baseline,249,3,-21.371179580688477,-14.313979148864746
resnet50,baseline,2360,3,-23.570253372192383,-9.907310485839844
resnet50,baseline,1343,3,-21.82617950439453,-0.6546924710273743
resnet50,baseline,4720,3,-33.3697509765625,3.339359998703003
resnet50,baseline,6385,3,-32.27832794189453,7.824375152587891
resnet50,baseline,1241,3,-21.62371063232422,-9.10949993133545
resnet50,baseline,495,3,-15.728200912475586,-11.199909210205078
resnet50,baseline,1531,3,-27.9990234375,-9.824795722961426
resnet50,baseline,2454,3,-30.131359100341797,1.0301933288574219
resnet50,baseline,6641,3,-15.685450553894043,2.9860849380493164
resnet50,baseline,3681,3,-23.408363342285156,0.9040790796279907
resnet50,baseline,185,3,-31.798873901367188,7.46775484085083
resnet50,baseline,7421,3,-35.72898483276367,0.9154385328292847
resnet50,baseline,6826,3,-17.502378463745117,2.195202350616455
resnet50,baseline,2222,3,-24.91464614868164,-5.756511688232422
resnet50,baseline,1968,3,-27.844425201416016,5.172595500946045
resnet50,baseline,3202,3,-34.96540069580078,5.3622002601623535
resnet50,baseline,5522,3,-27.881591796875,2.4683523178100586
resnet50,baseline,1946,3,-21.055158615112305,2.036262035369873
resnet50,baseline,6094,3,-27.11338996887207,-9.23643970489502
resnet50,baseline,6647,3,-16.049638748168945,3.0371665954589844
resnet50,baseline,1187,3,-29.52531623840332,-1.8741391897201538
resnet50,baseline,3375,3,-27.809574127197266,-8.343162536621094
resnet50,baseline,4184,3,-24.152273178100586,4.053184509277344
resnet50,baseline,4858,3,-30.648391723632812,3.292311429977417
resnet50,baseline,2225,3,-24.95987892150879,-14.971994400024414
resnet50,baseline,5294,3,-34.065147399902344,6.840790748596191
resnet50,baseline,7527,3,-40.54524230957031,3.4398655891418457
resnet50,baseline,4856,3,-26.246286392211914,-7.648435115814209
resnet50,baseline,321,4,-11.222832679748535,-23.028217315673828
resnet50,baseline,4155,4,-5.198246479034424,-22.568517684936523
resnet50,baseline,3928,4,-18.40152931213379,-34.1552848815918
resnet50,baseline,7910,4,-11.416949272155762,-29.225940704345703
resnet50,baseline,1669,4,-11.6532564163208,-27.68645668029785
resnet50,baseline,2021,4,-13.964092254638672,-23.747407913208008
resnet50,baseline,3861,4,-24.89259147644043,-12.059383392333984
resnet50,baseline,3339,4,-8.738855361938477,-19.445877075195312
resnet50,baseline,7728,4,-13.123736381530762,-27.615886688232422
resnet50,baseline,5181,4,-16.439023971557617,-18.97287940979004
resnet50,baseline,6913,4,-8.928787231445312,-23.346025466918945
resnet50,baseline,4089,4,-8.394434928894043,-23.11138916015625
resnet50,baseline,1550,4,-9.514568328857422,-26.231571197509766
resnet50,baseline,3890,4,-10.694570541381836,-20.594024658203125
resnet50,baseline,5467,4,-13.258125305175781,-30.21428108215332
resnet50,baseline,7661,4,-13.102231979370117,-28.97188949584961
resnet50,baseline,1694,4,-11.393787384033203,-25.953466415405273
resnet50,baseline,2064,4,-9.70828628540039,-29.331605911254883
resnet50,baseline,490,4,-8.996973991394043,-15.55070972442627
resnet50,baseline,6123,4,-9.597942352294922,-26.616886138916016
resnet50,baseline,5888,4,-8.026446342468262,-26.837581634521484
resnet50,baseline,6441,4,-7.566439628601074,-13.720824241638184
resnet50,baseline,7054,4,-12.37583065032959,-21.532787322998047
resnet50,baseline,2125,4,-10.027233123779297,-21.981414794921875
resnet50,baseline,1592,4,-12.479681015014648,-19.444683074951172
resnet50,baseline,7154,4,-9.190197944641113,-25.727325439453125
resnet50,baseline,1223,4,-12.018538475036621,-29.497604370117188
resnet50,baseline,4384,4,-6.5255279541015625,-12.26715087890625
resnet50,baseline,3069,4,-6.4322967529296875,-18.756420135498047
resnet50,baseline,4262,4,-13.093023300170898,-25.813344955444336
resnet50,baseline,2653,4,-15.26622200012207,-28.42694854736328
resnet50,baseline,1209,4,-9.12220287322998,-26.92782974243164
resnet50,baseline,5765,4,-4.846207141876221,-9.133650779724121
resnet50,baseline,3078,4,-6.694122791290283,-17.17390251159668
resnet50,baseline,2862,4,-15.717876434326172,-25.13142204284668
resnet50,baseline,5708,4,-9.793288230895996,-18.916358947753906
resnet50,baseline,4616,4,-14.448643684387207,-15.225232124328613
resnet50,baseline,3444,4,-12.61683464050293,-29.181964874267578
resnet50,baseline,650,4,-7.494781494140625,-5.417617321014404
resnet50,baseline,1050,4,-12.108386039733887,-30.54088592529297
resnet50,baseline,7387,4,-23.855045318603516,-48.46352005004883
resnet50,baseline,3012,4,-11.43065357208252,-15.287693977355957
resnet50,baseline,51,4,-15.905913352966309,-17.55403709411621
resnet50,baseline,6587,4,-9.389451026916504,-20.69740867614746
resnet50,baseline,6122,4,-14.75973129272461,-20.9278621673584
resnet50,baseline,1011,4,-8.443323135375977,-16.145341873168945
resnet50,baseline,7574,4,-10.47133731842041,-28.42372703552246
resnet50,baseline,4006,4,-12.251483917236328,-19.579347610473633
resnet50,baseline,2875,4,-8.999136924743652,-25.021068572998047
resnet50,baseline,3568,4,-3.4142212867736816,-13.341230392456055
resnet50,baseline,3825,5,-42.29469299316406,2.3152194023132324
resnet50,baseline,2451,5,-37.95183563232422,-7.584046840667725
resnet50,baseline,533,5,-52.65793228149414,-6.306057929992676
resnet50,baseline,6959,5,-42.90664291381836,-19.051183700561523
resnet50,baseline,6376,5,-41.401405334472656,-14.838025093078613
resnet50,baseline,3625,5,-61.55572509765625,0.7767597436904907
resnet50,baseline,5603,5,-44.85130310058594,-10.666632652282715
resnet50,baseline,1715,5,-51.873863220214844,-11.723771095275879
resnet50,baseline,7577,5,-44.8326301574707,-20.608631134033203
resnet50,baseline,4917,5,-42.470985412597656,-0.4232834577560425
resnet50,baseline,6930,5,-54.0045166015625,-14.051881790161133
resnet50,baseline,78,5,-55.51200485229492,-11.159914016723633
resnet50,baseline,123,5,-60.44371795654297,1.7809807062149048
resnet50,baseline,7179,5,-49.59415817260742,4.3266401290893555
resnet50,baseline,5234,5,-43.98875045776367,-19.27489471435547
resnet50,baseline,1057,5,-44.47099304199219,-6.133240699768066
resnet50,baseline,5288,5,-45.82089614868164,-11.222661972045898
resnet50,baseline,1677,5,-41.806758880615234,-12.524022102355957
resnet50,baseline,4526,5,-53.06705093383789,-17.495548248291016
resnet50,baseline,6019,5,-45.105709075927734,-11.413071632385254
resnet50,baseline,7672,5,-55.574737548828125,-0.8107183575630188
resnet50,baseline,840,5,-61.444679260253906,1.7280302047729492
resnet50,baseline,4870,5,-45.54181671142578,4.89759635925293
resnet50,baseline,162,5,-42.41859817504883,-21.72871208190918
resnet50,baseline,1361,5,-46.64823913574219,4.816477298736572
resnet50,baseline,5281,5,-45.79645919799805,5.751107692718506
resnet50,baseline,2332,5,-43.55464172363281,-18.786069869995117
resnet50,baseline,6822,5,-47.235877990722656,-4.666992664337158
resnet50,baseline,2453,5,-55.69549560546875,-9.941844940185547
resnet50,baseline,6970,5,-58.95462417602539,0.4295751452445984
resnet50,baseline,39,5,-47.8543815612793,-7.201958656311035
resnet50,baseline,7429,5,-53.157249450683594,-6.147062301635742
resnet50,baseline,3892,5,-53.83098220825195,-7.479686260223389
resnet50,baseline,5794,5,-41.29498291015625,-18.889331817626953
resnet50,baseline,7343,5,-43.943748474121094,-20.61038589477539
resnet50,baseline,5646,5,-45.95962905883789,3.8432366847991943
resnet50,baseline,3080,5,-39.69533157348633,-11.522101402282715
resnet50,baseline,6989,5,-55.64163589477539,-14.689742088317871
resnet50,baseline,4265,5,-45.10822677612305,5.9275898933410645
resnet50,baseline,5687,5,-53.859291076660156,-6.819563865661621
resnet50,baseline,567,5,-60.082359313964844,2.6254756450653076
resnet50,baseline,4862,5,-53.502098083496094,-11.733865737915039
resnet50,baseline,5767,5,-61.52687072753906,2.3227877616882324
resnet50,baseline,4597,5,-49.8748893737793,-9.927454948425293
resnet50,baseline,4966,5,-45.77368927001953,-4.037975788116455
resnet50,baseline,5417,5,-42.00970458984375,-19.490318298339844
resnet50,baseline,1823,5,-46.50196838378906,2.2196810245513916
resnet50,baseline,7771,5,-43.86497497558594,-12.797330856323242
resnet50,baseline,1889,5,-44.4984130859375,-9.433248519897461
resnet50,baseline,1010,5,-53.299015045166016,-15.344156265258789
resnet50,baseline,6614,6,-25.524765014648438,-39.770286560058594
resnet50,baseline,813,6,-24.28081703186035,-53.66986846923828
resnet50,baseline,2485,6,-18.345930099487305,-47.96132278442383
resnet50,baseline,4430,6,-30.861114501953125,-40.54568099975586
resnet50,baseline,6485,6,-29.322277069091797,-42.77952194213867
resnet50,baseline,1770,6,-24.067251205444336,-49.98637771606445
resnet50,baseline,2201,6,-26.04983139038086,-49.707763671875
resnet50,baseline,3193,6,-29.516983032226562,-38.415374755859375
resnet50,baseline,3628,6,-37.771881103515625,-26.560327529907227
resnet50,baseline,2647,6,-28.34819984436035,-31.523826599121094
resnet50,baseline,1890,6,-26.990224838256836,-44.4057502746582
resnet50,baseline,5986,6,-24.328834533691406,-50.834835052490234
resnet50,baseline,1330,6,-31.000619888305664,-39.869564056396484
resnet50,baseline,6746,6,-21.694713592529297,-48.850624084472656
resnet50,baseline,7622,6,-28.18336296081543,-52.556270599365234
resnet50,baseline,7962,6,-23.182279586791992,-53.864593505859375
resnet50,baseline,7745,6,-30.290700912475586,-37.133907318115234
resnet50,baseline,2566,6,-20.559701919555664,-47.9591064453125
resnet50,baseline,19,6,-19.53106117248535,-47.917118072509766
resnet50,baseline,6411,6,-26.920082092285156,-33.74115753173828
resnet50,baseline,2561,6,-25.918733596801758,-33.057064056396484
resnet50,baseline,3418,6,-30.82828140258789,-38.57154083251953
resnet50,baseline,5854,6,-28.636362075805664,-41.9876594543457
resnet50,baseline,3802,6,-27.375595092773438,-43.90819549560547
resnet50,baseline,4685,6,-23.76845359802246,-53.05521011352539
resnet50,baseline,4251,6,-24.953956604003906,-32.96261215209961
resnet50,baseline,4798,6,-26.942054748535156,-30.811037063598633
resnet50,baseline,2565,6,-28.882152557373047,-43.42282485961914
resnet50,baseline,4476,6,-36.72623825073242,-23.379379272460938
resnet50,baseline,2969,6,-16.230627059936523,-46.42475891113281
resnet50,baseline,3661,6,-25.22060775756836,-46.86964416503906
resnet50,baseline,629,6,-24.818103790283203,-42.121253967285156
resnet50,baseline,5722,6,-19.328580856323242,-49.12453842163086
resnet50,baseline,6790,6,-30.482728958129883,-41.38272476196289
resnet50,baseline,6920,6,-20.58030891418457,-48.86159133911133
resnet50,baseline,6154,6,-24.726131439208984,-52.063560485839844
resnet50,baseline,3137,6,-29.019201278686523,-45.21216583251953
resnet50,baseline,4411,6,-23.57567596435547,-46.4824333190918
resnet50,baseline,1912,6,-18.048320770263672,-41.08173370361328
resnet50,baseline,7108,6,-18.053810119628906,-45.94098663330078
resnet50,baseline,1077,6,-28.021503448486328,-44.13872528076172
resnet50,baseline,432,6,-27.295270919799805,-36.02252960205078
resnet50,baseline,1481,6,-25.116695404052734,-44.25975036621094
resnet50,baseline,7187,6,-23.37281036376953,-36.95921325683594
resnet50,baseline,4746,6,-28.41245460510254,-33.579097747802734
resnet50,baseline,5732,6,-25.74033546447754,-34.87897491455078
resnet50,baseline,1157,6,-22.681371688842773,-52.86572265625
resnet50,baseline,4968,6,-30.89507484436035,-36.17738723754883
resnet50,baseline,4869,6,-25.848398208618164,-41.25093078613281
resnet50,baseline,760,6,-32.454307556152344,-31.008235931396484
resnet50,baseline,864,7,-47.22524642944336,28.19682502746582
resnet50,baseline,2982,7,-45.48016357421875,28.33194351196289
resnet50,baseline,7778,7,-37.33781814575195,34.47529220581055
resnet50,baseline,6876,7,-39.82184600830078,29.71413803100586
resnet50,baseline,2756,7,-44.910377502441406,25.59457015991211
resnet50,baseline,6225,7,-30.146530151367188,32.49645233154297
resnet50,baseline,1514,7,-29.933807373046875,30.69736099243164
resnet50,baseline,4951,7,-38.49654006958008,29.841445922851562
resnet50,baseline,7608,7,-38.28306198120117,39.74717712402344
resnet50,baseline,7769,7,-39.86656188964844,39.656185150146484
resnet50,baseline,3590,7,-46.27104949951172,27.679677963256836
resnet50,baseline,2808,7,-42.696624755859375,37.032737731933594
resnet50,baseline,230,7,-31.363861083984375,32.160518646240234
resnet50,baseline,2787,7,-30.438880920410156,31.586200714111328
resnet50,baseline,4080,7,-39.96425247192383,39.70091247558594
resnet50,baseline,6301,7,-46.08708953857422,27.030792236328125
resnet50,baseline,6840,7,-22.58383560180664,16.519092559814453
resnet50,baseline,6882,7,-32.54465866088867,31.61959457397461
resnet50,baseline,1473,7,-39.26240539550781,27.89139175415039
resnet50,baseline,1237,7,-47.17069625854492,28.055633544921875
resnet50,baseline,6869,7,-18.322961807250977,10.986154556274414
resnet50,baseline,1656,7,-27.90152359008789,33.34164810180664
resnet50,baseline,493,7,-39.82938766479492,37.983585357666016
resnet50,baseline,6663,7,-48.22209167480469,28.3945369720459
resnet50,baseline,2100,7,-46.85181427001953,29.17203712463379
resnet50,baseline,6725,7,-26.795740127563477,35.540714263916016
resnet50,baseline,4773,7,-36.88300323486328,28.179243087768555
resnet50,baseline,2207,7,-44.17658996582031,31.272991180419922
resnet50,baseline,1122,7,-26.606565475463867,22.017799377441406
resnet50,baseline,7695,7,-46.43852615356445,27.968564987182617
resnet50,baseline,2063,7,-28.797910690307617,28.649290084838867
resnet50,baseline,5697,7,-38.9281005859375,26.69258689880371
resnet50,baseline,2581,7,-38.56177520751953,28.04184341430664
resnet50,baseline,5995,7,-31.265954971313477,31.24308204650879
resnet50,baseline,1985,7,-28.580474853515625,32.77740478515625
resnet50,baseline,2773,7,-48.12042999267578,28.86355209350586
resnet50,baseline,6322,7,-36.153167724609375,32.22980880737305
resnet50,baseline,3411,7,-45.30898666381836,26.28721809387207
resnet50,baseline,6149,7,-26.952810287475586,34.34981918334961
resnet50,baseline,7505,7,-38.373268127441406,38.09804153442383
resnet50,baseline,6374,7,-27.474891662597656,34.02517318725586
resnet50,baseline,57,7,-40.002967834472656,38.25525665283203
resnet50,baseline,4441,7,-45.6875,26.729475021362305
resnet50,baseline,3581,7,-37.545658111572266,34.403343200683594
resnet50,baseline,5586,7,-27.065004348754883,33.774749755859375
resnet50,baseline,3140,7,-26.972606658935547,34.954524993896484
resnet50,baseline,5535,7,-40.027931213378906,29.236379623413086
resnet50,baseline,1224,7,-37.9568977355957,34.066307067871094
resnet50,baseline,680,7,-28.472671508789062,30.708160400390625
resnet50,baseline,3230,7,-43.08563995361328,26.637544631958008
resnet50,baseline,6797,8,59.46489715576172,16.901187896728516
resnet50,baseline,7508,8,61.67443084716797,15.718934059143066
resnet50,baseline,6365,8,57.84577941894531,25.859878540039062
resnet50,baseline,4058,8,53.22747039794922,21.636842727661133
resnet50,baseline,6110,8,63.668277740478516,19.10666275024414
resnet50,baseline,2335,8,59.42845916748047,27.180706024169922
resnet50,baseline,4844,8,62.89735412597656,10.396505355834961
resnet50,baseline,3479,8,47.46682357788086,26.785720825195312
resnet50,baseline,4876,8,58.86492156982422,26.75533676147461
resnet50,baseline,3551,8,59.871116638183594,11.593267440795898
resnet50,baseline,4072,8,59.43948745727539,13.422483444213867
resnet50,baseline,5959,8,59.77585983276367,16.222871780395508
resnet50,baseline,4655,8,54.08641052246094,20.669559478759766
resnet50,baseline,6302,8,57.772254943847656,8.832359313964844
resnet50,baseline,4690,8,60.17446517944336,26.375389099121094
resnet50,baseline,4030,8,53.918121337890625,22.302366256713867
resnet50,baseline,7596,8,60.98835754394531,10.462621688842773
resnet50,baseline,7300,8,46.67176055908203,24.525371551513672
resnet50,baseline,2355,8,58.61228561401367,8.968975067138672
resnet50,baseline,2657,8,64.0708236694336,9.585556030273438
resnet50,baseline,1002,8,59.423805236816406,14.663446426391602
resnet50,baseline,7907,8,52.66547393798828,9.660848617553711
resnet50,baseline,460,8,58.479454040527344,19.433725357055664
resnet50,baseline,4632,8,64.34066772460938,19.444589614868164
resnet50,baseline,6832,8,62.84518814086914,17.838781356811523
resnet50,baseline,5398,8,59.330753326416016,18.057876586914062
resnet50,baseline,6643,8,46.511756896972656,24.684852600097656
resnet50,baseline,6274,8,60.82683563232422,26.852062225341797
resnet50,baseline,1166,8,47.53620147705078,27.615150451660156
resnet50,baseline,5040,8,60.31943130493164,9.293434143066406
resnet50,baseline,1658,8,60.07756805419922,12.372069358825684
resnet50,baseline,6001,8,61.89198303222656,9.539375305175781
resnet50,baseline,5320,8,55.04064178466797,24.031375885009766
resnet50,baseline,2038,8,59.36297607421875,10.077532768249512
resnet50,baseline,2099,8,54.628089904785156,11.867228507995605
resnet50,baseline,6870,8,60.926883697509766,14.701225280761719
resnet50,baseline,5479,8,62.10626983642578,23.816457748413086
resnet50,baseline,266,8,56.07626724243164,9.724366188049316
resnet50,baseline,6162,8,60.804908752441406,8.533217430114746
resnet50,baseline,3816,8,47.219852447509766,26.453125
resnet50,baseline,3900,8,61.36982727050781,13.320014953613281
resnet50,baseline,2059,8,53.89262390136719,20.774662017822266
resnet50,baseline,6131,8,57.5671501159668,20.301599502563477
resnet50,baseline,273,8,53.84725570678711,17.457775115966797
resnet50,baseline,1255,8,55.87037658691406,19.700111389160156
resnet50,baseline,6862,8,64.45653533935547,19.070018768310547
resnet50,baseline,7976,8,61.49699401855469,11.963336944580078
resnet50,baseline,1616,8,59.5920524597168,8.735520362854004
resnet50,baseline,602,8,57.30245590209961,17.61448097229004
